Tokens	Score
tantrums	-3
wiseguys	0
criticism	-4
arguers	-3
bother	-3
ineffectual	-2
glorifies	4
kills	-5
rejoice	4
excitable	3
entertainingly	4
maniacs	-2
tenderizer	1
bully	-4
tx	3
stereotyped	-2
badly	-4
faults	-4
favours	4
battleships	-1
esteemed	4
thanks	4
wishing	2
great	6
comedies	4
darkness	-2
top	2
peril	-4
helps	3
dick	-5
mocked	-3
weapons	-4
rebellion	-1
greedy	-3
warmth	4
clean	4
violent	-5
horribly	-5
wiseacre	-2
favoring	4
grieving	-5
happiness	5
scarecrow	-2
peculiarities	0
roflmao	5
shakily	-1
criticisms	-2
cheat	-4
loving	5
remorse	-2
murderess	-4
honor	4
like	3
disregard	-2
appalled	-4
kidding	1
dizzy	-2
racists	-5
shit	-5
petrified	-5
betrayed	-6
played	3
low	-2
champagne	2
privileges	3
definitely	4
bummer	-3
calmed	3
egotism	-3
played	3
avoiding	-3
aversion	-4
dear	3
crash	-4
stunning	3
diffident	-2
valued	4
reluctantly	-1
insane	-4
unaware	-2
grimaces	-4
optimistically	4
disquiet	-3
strained	-4
fallen	-3
argument	-3
firing	-3
defeat	-4
geek	-2
determinate	2
mooch	-4
honesty	4
racist	-6
scarecrows	-1
ily	6
liked	4
shamelessness	-3
mournful	-3
ensuring	2
belittled	-4
certain	2
grace	4
splendid	5
suspend	-3
illegal	-5
scam	-5
smuggled	-3
immoral	-4
challenges	0
friendliest	5
stupids	-5
misunderstand	-3
healthy	4
cut	-2
ambivalent	1
rig	-1
sete	5
dignitaries	1
pardons	2
agony	-4
thanks	4
moodily	-3
anguished	-4
hurt	-5
grievously	-4
grimmest	-2
combat	-3
mourners	-4
aggressively	-3
cuteness	5
save	4
enrages	-4
weapons	-4
eagerly	3
fascinates	4
safe	4
awful	-4
ridiculous	-3
destruction	-5
cheering	5
mourners	-4
commitments	1
criminals	-5
discourages	-4
craziness	-3
graciousness	5
engage	3
gloomy	-1
damnable	-4
fight	-3
champ	4
tears	-2
constrained	-1
expels	-3
obsessed	-1
shocker	-1
disliking	-3
pollutes	-4
molesting	-5
charges	-2
adorable	4
weakening	-3
cruelties	-5
terribleness	-4
fight	-3
chaos	-5
disoriented	-3
stressing	-3
accidental	0
crazed	-1
divine	5
madness	-4
horrified	-5
straight	2
bore	-2
geek	-2
smiling	4
guilty	-4
sin	-5
significant	2
cruder	-4
foolishly	-4
excellence	6
divine	5
readiness	2
heroic	5
confusions	-2
commitments	1
murdered	-6
risky	-2
moron	-4
ghost	-3
seriously	-1
idealists	1
accepted	2
conflicts	-3
well	2
clearly	4
horrendous	-5
wth	-5
lameness	-2
trembled	-2
uncertainty	-3
twat	-6
accusation	-2
gossipers	-2
approval	4
faithful	4
timidity	-3
influential	4
dump	-3
yep	2
dominatrix	-1
esteemed	4
losing	-3
shook	-1
agreed	2
stop	-2
wealth	4
fools	-4
grave	-3
prettiest	5
courtesy	3
cynics	0
positive	5
repressions	-4
achievable	3
fearlessness	2
tout	-1
hopes	4
loose	-3
graveling	-1
easy	4
desperate	-3
spam	-3
thief	-5
criticisms	-2
greedy	-3
childish	-2
legally	1
scandals	-4
vulture	-4
ruin	-5
please	3
sentence	0
low	-2
treasurable	5
avoid	-2
acceptation	3
beautiful	5
guilty	-4
depriving	-4
hiding	-2
pollute	-5
lamebrain	-3
marvel	4
screams	-2
anxious	-2
death	-5
inquisition	-2
vivacious	4
sorrows	-3
merriment	5
surprises	2
tensely	-2
inconvenient	-3
dullard	-3
sneaky	-2
evil	-6
disguised	-2
decisive	2
losers	-5
punishable	-4
swear	0
diamond	3
masochism	-3
accept	3
winnowing	0
battlefronts	-2
yearning	1
magnificent	5
magnificent	5
devotional	2
tranquilizers	-1
despising	-5
truly	4
screwdriver	0
doubtful	-3
damnit	-5
promised	3
stupidness	-4
cock	-1
ridiculously	-3
peculiar	1
troublemaker	-4
stinks	-2
miss	-1
stammering	-2
adored	4
shame	-4
inadequacy	-4
nurtured	4
weapons	-4
fortunate	4
sympathy	3
greediness	-4
terror	-5
trick	0
gallant	4
enjoyed	5
sins	-4
bamboozled	-3
criticized	-3
deviled	-3
attack	-4
generosity	5
spirit	1
stealer	-4
lost	-3
stuck	-2
clueless	-3
contemptible	-3
victimhood	-4
poor	-4
controversially	-2
danger	-5
amazons	0
peacetime	4
forgives	4
amuses	4
surprisingly	2
ridiculing	-4
graciously	5
distrustful	-4
adventurousness	4
decayed	-3
likeable	4
infuriates	-5
lagged	-2
rewarding	5
supporter	2
surprise	2
weirdoes	-3
trust	5
scare	-4
fright	-3
cynics	0
devil	-6
hides	-1
joke	2
disjointed	-3
fun	5
yay	5
sick	-5
gratified	3
danger	-5
nerd	-2
severely	-4
freezers	0
defiant	-2
haunting	-2
inspired	4
snobbier	-1
pleasured	5
wimps	-2
attacks	-4
confusion	-2
pervert	-5
fit	3
ungratefully	-4
hysterical	0
rich	5
humoured	2
screamers	-3
fan	3
rejecting	-4
eerie	-3
disgusts	-4
gratifying	5
troubled	-4
scam	-5
excitement	4
stronger	3
heroism	5
blind	-4
frantic	-4
devil	-6
warsaw	0
astound	4
riskiest	-3
fab	4
yes	4
horror	-5
sureness	4
somber	-4
bittersweet	0
morons	-3
glories	4
blamed	-4
reward	5
optimally	3
calmer	3
gentle	4
shamed	-5
certain	2
fearless	4
disagreed	-3
po	-5
arguments	-4
tragedy	-6
happy	5
fave	4
validated	2
kissy	4
ironic	-1
boycott	-3
hooray	5
disasters	-5
dud	-2
miss	-1
wisely	4
creatively	3
charged	-2
relax	4
honor	4
safest	4
boosting	3
damagingly	-4
resolved	1
scarecrow	-2
scarecrow	-2
farce	-4
pathetic	-5
yep	2
blessings	5
censored	-1
censor	-4
terrorise	-6
restored	3
ludicrousness	-4
disillusions	-3
risking	-3
satisfactorily	3
dumb	-5
fame	4
enthusiastic	4
compassionately	4
hopeful	5
happily	5
intellectualized	2
violators	-4
riots	-5
forgiven	3
applaud	4
absentee	-2
sorrowfully	-5
envy	-2
vision	2
inhibit	-3
blockbuster	5
pessimistic	-3
funky	-1
bright	4
gossips	-3
startling	0
mess	-3
splendors	4
interested	4
disappointment	-5
better	4
unbelieving	-2
boldest	3
definite	2
victimization	-5
jw	3
downcast	-4
broken	-4
defiant	-2
flagship	1
disjointed	-3
sympathetic	5
pitiful	-4
championship	4
dumpster	-1
interest	4
favorite	4
bamboozled	-3
dream	2
traumatising	-4
intelligible	3
honorable	5
wickedly	-4
pleasantries	3
devote	3
care	4
fail	-5
delicious	5
freak	-4
numbness	-2
accused	-2
puking	-4
jealousy	-3
compassion	4
damage	-4
hardier	-1
witch	-3
shakiness	-1
freaks	-1
agreement	4
mourning	-4
greeting	3
benevolent	5
jp	2
flops	-3
dreary	-3
antagonize	-4
successively	2
lowest	-3
niceness	3
please	3
win	5
scepticism	-2
dx	-6
demand	-1
loathing	-5
enjoy	4
disgusted	-5
questionable	-2
cynic	-3
profiteering	-1
punishment	-4
scary	-4
agog	4
ugly	-5
terribly	-5
exhilarating	4
grace	4
bonuses	5
honestly	4
prisoner	-5
nervous	-2
rotflmao	5
lucky	4
lone	-2
faithfully	4
faith	4
romanticist	4
oxymoron	-1
indifference	0
clear	3
rape	-6
awkward	-1
weird	-1
festive	4
disgustingly	-5
great	6
funnily	4
irritated	-4
delighted	5
smug	2
bonus	5
optimal	3
trusty	4
disgrace	-4
drunk	-3
warning	-3
triviality	-1
witch	-3
uglier	-4
desperation	-4
neater	2
smothers	-4
cute	4
tenser	-3
nasty	-5
treat	4
obsessiveness	-2
reject	-4
idk	-1
enemies	-4
incensed	-4
stuttered	-2
imbecile	-4
forced	-4
itchy	-2
depression	-5
fud	-2
fascists	-2
outstanding	6
struggle	-3
advantage	2
distractingly	-3
nervous	-2
bashfully	0
enjoyment	5
asset	3
handsome	4
desperation	-4
agony	-4
pretty	4
solid	1
trick	0
cancer	-6
desperate	-3
victimless	1
savages	-5
abandon	-4
burdened	-4
scrumptious	4
screaming	-3
threatening	-5
gallantly	4
sceptic	-2
brilliance	5
punishments	-4
dominators	-1
humorous	3
praise	5
intact	2
dubious	-3
happily	5
weepers	-2
dynamics	2
carefully	1
blessed	5
wisest	4
bitter	-4
contented	3
deprived	-4
moan	-1
inferior	-4
engage	3
defeat	-4
enemy	-5
attacker	-5
shames	-4
offensive	-4
adore	5
beatific	4
obstinate	-2
sentencing	-1
creditability	4
adorably	4
challengers	1
hide	-1
delightfully	5
relaxation	5
remorse	-2
tired	-4
faultless	4
trustworthiness	4
torturer	-5
ok	2
lousiest	-5
suicide	-6
mischief	-3
reassuringly	4
resentments	-4
champs	4
gossiper	-2
goodness	4
honor	4
satisfaction	4
unattractive	-4
xp	3
accused	-2
vain	-4
hope	4
humiliating	-2
attachments	2
advanced	2
shylock	-4
shylocks	-3
nice	4
disabling	-4
convinced	4
tragically	-5
tension	-3
lying	-5
snobs	-3
neatly	3
popularly	4
contemptuous	-4
dishonest	-5
repressed	-3
okay	2
fair	3
loses	-3
danger	-5
charms	4
irrationality	-4
relief	4
loners	-2
nag	-3
please	3
straight	2
enthuse	3
contagion	-4
unconcerned	-2
jeopardy	-4
passion	4
wiseness	4
charitable	4
radiant	4
captivated	3
hurtful	-5
jocular	2
shakedown	-2
ignore	-3
treasury	2
treasury	2
fighting	-3
humerous	3
funeral	-3
perverts	-5
perverts	-5
stops	-1
sharing	4
regret	-4
dismay	-4
magnificent	5
promises	3
badly	-4
sparkle	4
winnings	5
fantastic	5
charming	5
devoting	4
unconcerned	-2
crisis	-6
shittier	-4
positives	5
robed	-1
brutalize	-5
totalitarianism	-5
frightening	-4
dorks	-1
pleasantness	5
please	3
trusting	4
wish	4
lamenting	-4
apologise	3
racism	-6
tumor	-3
weird	-1
ecstacy	6
desire	4
appeased	2
glamorise	3
overwhelms	-2
amorously	5
favouring	3
cares	4
emotional	1
mad	-4
isolated	-3
deary	4
shakedown	-2
evil	-6
lowlands	0
adventures	3
sentimentally	4
kills	-5
harmless	2
panicked	-4
hugger	3
harassment	-5
grouch	-4
passionate	5
thanks	4
okay	2
forgivable	4
graves	-2
haunted	-4
interested	4
mindless	-4
grieve	-3
worshipping	3
bummer	-3
boring	-3
peril	-4
flunking	-3
glorious	6
saddest	-6
horrifying	-5
plays	2
ideal	5
destroyed	-4
fools	-4
fault	-4
travesty	-5
funky	-1
irritated	-4
degraded	-4
libertine	-2
inability	-4
trite	-2
nosey	-2
crazy	-3
felony	-5
flirts	1
lol	4
freaks	-1
complimenting	5
forbidden	-4
rape	-6
cruelty	-5
betrayal	-5
gloom	-5
collide	0
dislike	-3
shock	-3
excitedly	5
responsible	3
absolves	3
battle	-3
maniac	-4
gratification	3
hugs	4
devilry	-5
delicatessen	1
bad	-5
good	4
cherish	3
truthful	4
severed	-3
hand	4
decay	-4
immorally	-4
alarming	-1
sin	-5
horror	-5
heartbreaking	-4
maniacally	-4
positivism	3
shake	-1
useful	4
meaningless	-4
terrible	-4
pleasure	5
thwarting	-1
blockbuster	5
doomsayers	-4
dominatrix	-1
dangerous	-4
threats	-4
pricking	-2
doubts	-2
escape	1
affection	5
create	2
accepting	3
jeopardy	-4
winners	4
satisfactions	4
143	6
negative	-5
gagged	-3
hoping	4
bullied	-6
thievery	-4
imperfect	-3
kind	5
hooliganism	-4
enjoyed	5
harmonise	4
harms	-4
freakiness	-3
visions	2
hurtles	-2
jaunty	2
hooray	5
trustee	2
succeeded	4
suckering	-4
inspired	4
doubtful	-3
barrier	-1
funniest	5
destruction	-5
lowdown	-2
perversity	-5
fubar	-6
gain	5
lowdown	-2
pricks	-2
forgiveness	2
positively	5
overwhelmingly	-1
valuables	4
shortages	-1
wish	4
challenged	-1
prisoner	-5
admire	4
weapon	-2
burdening	-3
pukes	-4
comedy	3
wells	2
entertained	4
shaky	-2
devotion	4
beauty	5
sympathetic	5
daringly	4
uninvolving	-4
irrationally	-3
stimulating	4
alert	2
rebelling	-2
overlooked	0
hurt	-5
emotional	1
rich	5
anticipation	1
racism	-6
party	4
conflict	-3
party	4
distress	-5
surprise	2
exposed	0
depressurization	0
laughing	4
perjury	-4
forbidden	-4
honor	4
emergency	-3
hostility	-5
positives	5
panic	-5
thieves	-5
amusingly	2
goodness	4
confusing	-2
fiesta	4
tough	-1
deceived	-4
walkouts	-1
abhorred	-5
denounce	-3
excruciating	-6
woo	4
ff	4
beauty	5
amusedly	4
braved	4
positivity	5
useful	4
intimidate	-2
treasurer	1
championing	4
crisis	-6
dullsville	-5
bloody	-4
bliss	5
obsolete	-2
harmonized	3
pleasant	5
kill	-6
persecutes	-2
excuse	0
demand	-1
cleaner	1
wow	5
dumbstruck	-2
grief	-4
forgiveness	2
disadvantage	-4
freewill	2
inspire	5
integrity	3
graveyard	-2
incentive	3
enrapture	6
unconvinced	-3
defensemen	-1
once-in-a-lifetime	4
horribly	-5
wisdom	5
tricksy	-2
lugubrious	-4
please	3
hindrance	-4
murderer	-6
victim	-2
defense	1
responsible	3
convince	2
nah	-1
pitiful	-4
sentimental	3
stubbornly	-3
enchanted	3
compassionate	4
bullshit	-5
masterpiece	6
defects	-4
adorns	1
infuriating	-5
offending	-5
ridiculed	-3
villain	-5
comedians	2
lighthearted	4
scandal	-4
forgave	3
fascination	4
sickening	-5
hoax	-2
moody	-3
dignity	4
criminals	-5
tragical	-5
ass	-5
merits	4
promoting	3
honorary	3
dearies	2
vexing	-4
crude	-5
snobs	-3
critics	-2
errors	-3
successors	2
unclear	-2
pity	-2
harm	-5
intelligent	4
freedom	6
doubtless	2
bias	-1
hooligans	-2
hooligan	-3
provoking	-2
kill	-6
respect	4
bonus	5
saved	4
stolen	-4
destroyer	-4
assault	-5
detention	-3
huggable	3
triumph	4
prejudice	-5
drags	-1
precious	5
loyalists	2
unsettled	-3
surprisingly	2
tortured	-5
deceit	-4
wisdom	5
rage	-5
miracle	5
affected	-1
condemn	-3
inspiration	5
comedian	3
freeness	3
embarrassments	-4
euphoria	6
blessing	4
antagonized	-3
aches	-2
pitied	-3
heartbreak	-5
mad	-4
strengthening	4
accomplished	4
alive	3
respectably	4
desperately	-3
wicked	-5
calm	3
ly	5
uncomfortable	-3
tricking	0
deny	-3
marvelous	5
evilest	-5
play	3
panic	-5
terrorists	-6
laugher	4
frustrations	-4
effective	4
heavenlier	6
good	4
nice	4
wrong	-4
sluggish	-4
perversities	-2
ecstacy	6
irreversible	-2
sentences	0
postponed	-2
relieves	3
wise	4
grace	4
fabulous	5
shy	-2
ardent	4
infected	-4
envious	-2
shoot	-3
attacker	-5
dirty	-4
save	4
tolerance	2
whiney	-3
abilities	2
helping	2
security	3
thrills	3
strange	-2
supremely	5
whiney	-3
masochistically	-3
acceptances	4
cheerleaders	2
unapproved	-3
itchy	-2
scarecrows	-1
bored	-2
jeopardy	-4
caring	4
degradation	-5
moping	-2
improved	4
mistaking	-2
darkness	-2
rapes	-6
assaults	-5
indoctrinate	-3
exploit	-1
improvement	4
collision	-3
haunted	-4
energised	4
heroine	5
harmonicas	0
rancid	-5
pitiful	-4
privilege	3
rig	-1
savageries	-4
fearlessly	2
great	6
warmongering	-5
boredom	-3
safety	4
defender	1
kudos	5
cock	-1
charming	5
peace	5
moan	-1
benefits	3
jealous	-4
won	5
humored	2
partied	3
fail	-5
talentless	-3
joyrides	2
hostiles	-3
threats	-4
amazed	4
outrageous	-4
illness	-4
hell	-6
shamelessly	-3
amazon	1
energize	4
crappy	-5
slashing	-2
horrid	-5
turmoil	-3
loneliest	-5
grrr	-1
hating	-5
freelance	2
destruction	-5
scarecrow	-2
fears	-4
immune	2
fascists	-2
humors	3
brights	1
disguise	-2
griever	-4
rude	-4
braver	5
pities	-2
joystick	1
glee	6
stinky	-3
shockingly	-1
trustworthy	5
fear	-4
anger	-5
pretty	4
hapless	-3
madly	-4
walkout	-3
heartwarming	4
insult	-5
pretty	4
startles	-1
greetings	4
beautiful	5
fantastic	5
guiltlessly	1
fearfully	-4
pride	3
nigger	-6
chastises	-4
impressive	5
unfortunately	-3
niceties	3
devastate	-6
denier	-3
cutesier	3
winner	5
stink	-4
shocking	-4
championships	4
skeptic	-2
teaspoon	0
fights	-4
destructed	-4
argumentative	-3
distressingly	-4
poison	-5
stank	-4
brutal	-6
devotes	3
delay	-3
worrying	-3
discord	-4
wow	5
party	4
droopy	-2
heavenward	3
beatific	4
joyous	6
elation	3
opportunity	4
enemy	-5
misery	-5
hide	-1
dump	-3
attacks	-4
lmao	5
original	3
masterpieces	5
laughter	4
joyride	2
unmatched	0
harsh	-4
freaks	-1
freaked	-2
enthusiasm	4
warnings	-2
forgotten	-2
shocked	-3
shocker	-1
dynamited	-2
unlovable	-5
save	4
lazy	-3
appallingly	-4
slut	-5
cheating	-5
bastard	-5
enrage	-5
graveyard	-2
shrew	-2
accidents	-3
prisoner	-5
tensionless	1
neath	0
optimistic	3
violated	-5
indoctrinates	-1
unfortunately	-3
surprising	2
top	2
woohoo	5
stingy	-3
inconvenient	-3
misunderstood	-3
fool	-4
hard	-1
happily	5
subversive	-2
god	2
monopolized	-2
defensiveness	-1
successful	5
unsure	-2
demoralized	-3
grieved	-4
ideal	5
energies	2
fame	4
ignorant	-2
strange	-2
warm	2
sad	-4
short-sighted	-2
abandoned	-4
gaining	4
stinker	-3
mockery	-3
hysterics	-4
pray	3
irresolute	-3
argument	-3
cheats	-4
envied	-2
adventuring	5
best	6
critical	-3
threat	-5
pettiest	-3
amusement	3
bothersome	-3
energise	4
keener	1
louse	-3
revenges	-4
beneficently	4
weakest	-5
dragged	0
comedic	4
convinced	4
romantic	4
embarrassed	-3
please	3
loyalty	5
admirals	3
disorganized	-2
crime	-5
stammer	-2
teasingly	-1
sadder	-5
splendor	6
falling	-1
crime	-5
revenge	-5
aggressive	-1
shyster	-3
attack	-4
adversity	-4
assassinations	-5
grating	-1
cheerless	-4
shock	-3
mwah	5
courageously	5
hahaha	5
hahaha	5
fool	-4
deriding	-3
killick	0
weirdos	-2
joyride	2
pessimists	-2
exaggerated	-1
resigned	-2
validates	3
tricks	-1
joystick	1
untarnished	3
unfortunates	-4
rofl	5
respectable	4
trusted	4
embarrassing	-3
stink	-4
bizarre	-3
advantageous	3
natural	3
peacemakers	5
complainer	-4
terribly	-5
crap	-3
infected	-4
shameless	-3
painfulness	-5
rigid	-1
surprise	2
killers	-6
yeah	2
well	2
riot	-5
borer	-1
escapes	1
bastards	-6
infuriated	-6
safeguard	3
unfair	-4
enthuses	4
duped	-4
warning	-3
nonsense	-4
valuable	4
terrified	-6
aboard	0
confrontation	-3
sluttish	-4
liar	-5
thrill	3
chuckles	2
flu	-3
champ	4
grim	-5
ignorant	-2
daringness	3
trickling	0
deride	-2
fulfilled	4
jaded	-3
wasted	-4
reassuring	4
defeatists	-4
sicken	-4
killjoy	-4
nastily	-4
honorably	5
emotional	1
thrilled	4
well	2
desirable	3
abduction	-5
vigilant	1
terrorists	-6
warmongers	-5
faiths	4
indestructible	1
disputing	-4
funeral	-3
unprotected	-3
improvements	3
absolve	2
disruption	-3
slicker	1
collides	-2
proudly	5
defection	-3
lucky	4
amazon	1
god	2
unmotivated	-3
embarrassment	-4
disadvantages	-4
falling	-1
contradiction	-2
tragically	-5
charm	4
gallant	4
felonies	-5
joyriding	2
sorry	0
silliness	-2
plz	0
joyed	5
repression	-3
weirdo	-4
die	-5
romances	3
sophisticated	5
heroes	5
struggle	-3
mediocrity	0
tranquilized	0
offense	-2
attack	-4
worry	-4
funnels	1
lazier	-5
stupidly	-4
flop	-3
optimal	3
disagree	-3
insecurities	-4
dream	2
aboard	0
win	5
lying	-5
spitefully	-5
terrifying	-5
successful	5
impressionist	2
fab	4
resentment	-4
harassments	-5
trickster	-2
freeform	2
tits	-2
sentimentalizes	2
promised	3
moronity	-2
timidly	-1
lack	-3
guarantee	2
great	6
warming	1
destructive	-6
uglified	-3
savaged	-4
bitter	-4
charmer	4
apathy	-2
profitably	3
inadequately	-2
truth	3
dodging	-1
miss	-1
tougher	1
slavery	-7
reckless	-4
excelling	5
beautifying	5
banned	-4
argument	-3
amazed	4
apprehensions	-2
agitating	-4
wasting	-4
valuable	4
constrained	-1
censored	-1
outrageous	-4
flirting	2
tricky	-1
cornered	-2
relishing	3
bailout	-1
breathtaking	4
freedmen	1
improve	4
safes	1
excitingly	4
disagreements	-4
charged	-2
perpetrators	-2
brilliant	5
submissiveness	-1
trickled	0
humorist	2
perversely	-4
shockable	-2
noble	4
pita	-5
pita	-5
dick	-5
peaces	4
injured	-4
kind	5
entertainer	3
shocked	-3
terrible	-4
challenged	-1
manipulating	-3
gratefulness	4
grosses	-2
dears	4
freeman	4
lame	-4
cherishing	4
ideals	2
dreads	-3
poisoning	-5
damnit	-5
unhappy	-4
surest	3
revive	3
controversial	-2
pathetic	-5
recommended	2
falsified	-3
shameful	-4
desperateness	-3
optimistic	3
harmoniously	4
eviller	-5
paradox	-1
weak	-4
peace	5
prejudice	-5
affronted	0
rudeness	-3
freaked	-2
landmark	0
prizes	4
triumph	4
paranoia	-2
outreach	2
foolhardy	-3
represses	-3
grim	-5
perverted	-5
liars	-5
miser	-4
carelessness	-3
worthwhile	3
likeable	4
embrace	3
ruin	-5
impressionism	2
glorifying	5
glamorizing	4
fiasco	-5
deprivations	-4
depressive	-3
violent	-5
spites	-3
fatalities	-5
casualty	-5
disappointing	-4
engagements	1
grinning	3
help	4
drop	-2
interestedly	3
feud	-3
emptiness	-4
excruciating	-6
laughably	2
discourage	-4
excruciating	-6
indoctrinating	-1
bomb	-4
vitality	3
enlightened	4
horrors	-5
fearsome	-4
apathetically	-1
smartness	4
skepticism	-2
impressible	2
grimly	-3
tense	-3
virtuosos	4
ignorant	-2
jerks	-2
oversell	-2
exempt	1
courageous	5
disgusted	-5
admires	3
reach	0
deary	4
trapped	-5
bl	5
insignificant	-3
lies	-4
snub	-4
dishonest	-5
okay	2
foolish	-2
distorts	-3
bastardizes	-4
terrorists	-6
doubt	-3
foes	-4
oversimplification	0
delighting	3
foolishness	-4
intelligent	4
kissing	5
annoyance	-3
contempt	-5
agonising	-3
amorphous	0
weakened	-3
degradations	-3
regretfully	-4
waste	-4
woe	-4
severely	-4
cared	4
sabotage	-5
stinking	-5
smother	-4
treason	-4
kudos	5
secures	3
death	-5
clearly	4
crushes	-4
weakest	-5
emptied	-1
giving	3
contradicts	-3
prominent	3
disregarded	-3
bitch	-5
godsend	5
yummy	5
unimportant	-3
useless	-4
definitely	4
screwball	0
rotfl	5
disturbing	-5
piss	-4
woo	4
lazy	-3
thieves	-5
heartbreak	-5
troubles	-4
graces	3
proudest	5
intellectuality	4
sympathy	3
vigoroso	3
yearning	1
delicatessen	1
rescues	3
rejections	-4
petrify	-4
delightful	5
sweet	4
determination	4
joyfulness	5
funner	4
terrified	-6
shyly	-1
travesty	-5
contagions	-3
praising	5
lowest	-3
seriously	-1
sympathy	3
mercy	3
ecstatic	5
dud	-2
disgusting	-5
sunnier	5
reaching	2
collide	0
lowlands	0
grief	-4
daring	3
heartbreaks	-4
inhibition	-3
aggressors	-2
rigidity	-1
jackass	-4
faulty	-3
fidgety	-3
flatterers	0
comfort	3
raging	-5
hard	-1
invigorates	4
brutalization	-4
worser	-4
help	4
remorselessly	-4
sob	-2
dumb	-5
brightening	5
block	-4
hurrah	5
blocks	-2
falsify	-4
trickiness	-2
mandatory	0
offended	-2
giggler	1
joysticks	0
super	5
powerful	4
averted	0
sluttish	-4
chilling	0
fair	3
suffering	-4
warms	2
sobs	-5
forget	-2
stealing	-5
depressions	-4
hide	-1
wrong	-4
depressing	-3
apathy	-2
fresh	3
bankrupt	-5
nagged	-4
laughter	4
super	5
better	4
dulling	-2
romanced	4
tits	-2
blithe	2
beauty	5
kind	5
killings	-6
maniac	-4
liars	-5
humour	4
clueless	-3
engagement	4
smartly	3
censor	-4
criminal	-5
safe	4
unhealthy	-5
alive	3
successful	5
rescued	4
promoted	4
underestimates	-2
lower	-2
entertaining	4
rigidly	-1
enjoy	4
adored	4
distressed	-4
freely	4
solidarity	2
moaned	-1
championship	4
deficit	-4
lifesaver	5
liberty	5
celebrating	5
cancel	-2
postponing	-1
savages	-5
lose	-4
shakiness	-1
admonished	-4
pisser	-4
grossest	-4
relaxing	4
rich	5
exploits	-3
damnit	-5
charms	4
disadvantaged	-4
wins	5
exposed	0
freelancer	2
murdered	-6
innocence	3
wow	5
disappear	-2
beautified	4
stops	-1
defector	-4
stealer	-4
handsomer	4
prepared	2
trickery	-2
felony	-5
unprofessional	-5
frustrating	-4
suspect	-2
wrathful	-5
divinity	5
praises	5
unsupported	-4
pressure	-2
roflcopter	4
offended	-2
merit	4
traumatizing	-5
teaser	-2
fail	-5
growth	3
livelihoods	2
progress	4
cry	-4
deniers	-2
stinker	-3
played	3
treasonous	-5
egotistic	-3
racist	-6
wisecracker	0
bonus	5
exciter	4
blah	-1
protesters	-2
lethargic	-2
woeful	-4
consent	2
obsession	-3
antagonists	-4
chuckle	4
arrogant	-4
irresponsible	-4
cared	4
funny	4
tricks	-1
holiday	4
intimidates	-3
agonise	-4
incentive	3
worry	-4
exonerating	2
mistakes	-3
daze	-1
rapture	1
rude	-4
boring	-3
dominate	-1
prouder	4
distress	-5
likes	4
anti	-3
sentimentalization	2
fume	-2
importance	3
eases	3
boost	4
dorks	-1
irrational	-3
care	4
damage	-4
short-sightedness	-2
torture	-5
chuckle	4
difficult	-3
certainties	2
nerves	-1
insecurity	-4
favoritism	1
fraud	-5
dumpsters	-2
punitive	-5
assurances	3
palatable	3
escape	1
well	2
popularizer	4
conflict	-3
retarded	-5
madness	-4
cancelled	-2
arrested	-4
conspiracy	-5
popularized	4
thorny	-2
toughen	0
bizarre	-3
dead	-6
stunk	-3
heroes	5
mooching	-4
ineffectually	-2
charmers	4
adversarial	-3
profiting	3
happy	5
shysters	-2
visions	2
censors	-2
palatable	3
weirder	-1
broken	-4
weepie	-1
laughable	0
wars	-5
tenderness	4
killer	-6
huckster	-2
kill	-6
accomplish	4
grief	-4
whores	-6
enjoying	5
problem	-4
okay	2
scapegoats	-3
lamebrains	-2
overlooked	0
cheaters	-4
spark	2
lunatics	-3
reach	0
reach	0
romance	5
abused	-5
sadness	-4
drop	-2
delay	-3
quaking	-3
number	0
seriousness	0
marvel	4
impress	4
sunshine	4
delighted	5
toughing	-1
cheers	4
bastard	-5
curious	3
losses	-4
paranoid	-2
incompetence	-5
sux	-3
sux	-3
disappointed	-4
defenders	0
weirdness	-2
richer	5
promising	4
loving	5
crestfallen	-5
puked	-4
excel	4
glad	4
amazement	5
hurts	-4
lowdown	-2
adversary	-2
cheerleader	2
vain	-4
destroying	-5
idiotic	-5
helpful	4
shoot	-3
burdening	-3
disputes	-2
acceptance	4
falling	-1
kind	5
wiseguys	0
fault	-4
murderer	-6
assassination	-5
brave	5
luckier	4
prevent	0
exaggerated	-1
injured	-4
creativity	3
dwellers	0
restless	-2
wonderfully	5
dread	-4
laughable	0
mandatory	0
hugging	4
nerdish	0
battle	-3
bloody	-4
inaction	-2
disturbed	-3
heaven	5
bff	5
cheery	5
brutalizes	-6
trauma	-4
peaces	4
flops	-3
critics	-2
maniac	-4
remorselessness	-5
bastardised	-5
thank	3
adversities	-3
swearing	-2
wins	5
fyi	2
stubborn	-4
woot	4
shit	-5
horrible	-5
bad	-5
beauties	5
jk	2
lighthearted	4
ban	-5
resigns	-3
ludicrously	0
parties	4
robs	-4
alas	-2
agitators	-4
valuables	4
abhor	-4
admirable	5
doomed	-6
adopts	1
despairingly	-4
lucked	4
challenger	1
treasures	4
hostilities	-4
capable	3
agreement	4
screw	-1
ruining	-2
success	5
wows	4
wealth	4
yes	4
hahaha	5
admiring	3
gg	2
displeased	-4
catastrophe	-6
joke	2
hell	-6
granted	2
steal	-4
criticize	-3
numbskulls	-4
